split,model,n_train,n_test,r2_baseline,r2_full,delta_r2,mae_baseline,mae_full,delta_mae,rmse_baseline,rmse_full,delta_rmse,rho_baseline,rho_full,delta_rho,ndcg20_baseline,ndcg20_full,delta_ndcg20,p10_baseline,p10_full,delta_p10,alpha_baseline,alpha_full
40,ridge,123,23,0.01599659712693946,0.07371522203355185,0.05771862490661239,6.444674567101341,6.464589879009768,0.019915311908427213,8.359032656699222,8.110170516259238,-0.248862140439984,0.8201581027667983,0.7816205533596838,-0.03853754940711451,0.5902266220177417,0.5823663781554603,-0.007860243862281346,0.8,0.8,0.0,6.158482110660261,12.742749857031322
40,ols,123,23,-0.028124347332482813,-0.006251042140503094,0.02187330519197972,6.579279738529986,6.583906878114644,0.004627139584657769,8.544379782468228,8.4530004742831,-0.09137930818512885,0.8270750988142292,0.7875494071146245,-0.03952569169960474,0.5902263908915693,0.5879827205948303,-0.0022436702967389976,0.8,0.8,0.0,,
41,ridge,116,30,0.4416807586185585,0.45962808052994597,0.01794732191138748,5.6371675239992864,5.445905736833045,-0.19126178716624143,8.535791632877208,8.397478367631521,-0.13831326524568688,0.7592880978865406,0.7601779755283649,0.0008898776418242438,0.8599963251776528,0.854380858131628,-0.00561546704602478,0.8,0.8,0.0,6.158482110660261,12.742749857031322
41,ols,116,30,0.4282933120846173,0.437304642056246,0.009011329971628679,5.799398940206864,5.6906706002416225,-0.1087283399652419,8.637521546134817,8.569178185978783,-0.06834336015603348,0.7557285873192436,0.75706340378198,0.0013348164627363657,0.8599964590426342,0.8518580162498905,-0.008138442792743672,0.8,0.8,0.0,,
42,ridge,94,52,0.18940622496210147,0.14956451617503452,-0.03984170878706694,11.59440644951263,11.726627316665578,0.132220867152947,17.029449194157753,17.442938733136003,0.4134895389782507,0.8068557770081934,0.8104416129570156,0.0035858359488221137,0.4010416215343499,0.2707074642166009,-0.130334157317749,0.6,0.6,0.0,12.742749857031322,12.742749857031322
42,ols,94,52,0.2418721275051744,0.17152840119221202,-0.07034372631296237,11.263655938478754,11.510750455452763,0.24709451697400908,16.469112680516364,17.21621911904855,0.7471064385321853,0.8136859407202357,0.7881582038464776,-0.02552773687375809,0.4018272501640017,0.261503462265655,-0.1403237878983467,0.6,0.6,0.0,,
43,ridge,122,24,0.4542647437929299,0.3955969075529723,-0.05866783623995764,5.834215543149502,5.9053045450876445,0.07108900193814272,7.649459739563464,8.050133755083305,0.40067401551984094,0.7027614864978753,0.5957817057562432,-0.10697978074163206,0.9618591794089986,0.9581502640988954,-0.0037089153101032,0.8,0.7,-0.10000000000000009,6.158482110660261,12.742749857031322
43,ols,122,24,0.45030691616407614,0.39849428690250654,-0.0518126292615696,5.926981629463409,5.8982935769865605,-0.02868805247684847,7.6771476612542635,8.030815264067774,0.35366760281351084,0.6966732062930668,0.6027397402760242,-0.09393346601704267,0.9604630366951113,0.9590517787736884,-0.001411257921422937,0.8,0.7,-0.10000000000000009,,
44,ridge,125,21,-0.2244515338320643,-0.18631965398231665,0.03813187984974764,8.181165111802477,8.111329008164187,-0.06983610363828952,11.087384178043678,10.913377025075437,-0.17400715296824032,0.43376623376623374,0.3506493506493506,-0.08311688311688314,0.8745436910211267,0.8667805421059479,-0.007763148915178819,0.6,0.6,0.0,6.158482110660261,6.158482110660261
44,ols,125,21,-0.30066731027453186,-0.2558032587700976,0.04486405150443429,8.486330060619396,8.388933975402963,-0.09739608521643284,11.427241584153704,11.228431636373417,-0.19880994778028693,0.43376623376623374,0.3506493506493506,-0.08311688311688314,0.8745436910211267,0.8667805421059479,-0.007763148915178819,0.6,0.6,0.0,,
45,ridge,107,39,0.4458192076907841,0.38332130657722707,-0.06249790111355702,7.416199993076679,7.545392533367205,0.12919254029052585,10.325267801819354,10.891935522199555,0.5666677203802006,0.6920390716894578,0.6383926320236083,-0.05364643966584948,0.8811550549870596,0.869633471109093,-0.011521583877966646,0.7,0.7,0.0,6.158482110660261,12.742749857031322
45,ols,107,39,0.4532413595668221,0.39976714902555044,-0.05347421054127166,7.3976673184776685,7.407571030165841,0.009903711688172834,10.255891494064956,10.745718771846127,0.4898272777811705,0.6979098141434564,0.631307253199817,-0.06660256094363948,0.8814583625078879,0.8659628506610094,-0.015495511846878474,0.7,0.7,0.0,,
46,ridge,117,29,0.10266512021183183,0.16531666857146787,0.06265154835963604,5.798407375172891,5.333730228625566,-0.4646771465473254,7.430975933894414,7.1668687402312425,-0.2641071936631718,0.7004926108374382,0.6965517241379309,-0.003940886699507318,0.6719424481248827,0.6715400164533312,-0.0004024316715515175,0.8,0.7,-0.10000000000000009,6.158482110660261,12.742749857031322
46,ols,117,29,0.048118316246558934,0.07021112622690051,0.022092809980341577,6.083896829750233,5.83216356224403,-0.25173326750620273,7.653499624343256,7.56416080089477,-0.08933882344848598,0.6935960591133004,0.7044334975369457,0.010837438423645374,0.6653252049266943,0.6715560097442862,0.006230804817591862,0.7,0.7,0.0,,
47,ridge,98,48,0.3666229840080377,0.32036430459587395,-0.04625867941216377,9.87413531050698,9.819066028023284,-0.05506928248369469,14.717189543331552,15.245154276879369,0.527964733547817,0.788862353452019,0.7852800694745984,-0.003582283977420664,0.41608081700887367,0.4051858739936121,-0.01089494301526156,0.6,0.6,0.0,6.158482110660261,6.158482110660261
47,ols,98,48,0.3839439840950267,0.33706731513070365,-0.046876668964323076,9.869619118841536,9.811631171977668,-0.05798794686386799,14.514558658159821,15.056653264795514,0.5420946066356933,0.7924446374294398,0.7862570560138948,-0.006187581415544985,0.42670529994910456,0.4051858739936121,-0.021519425955492444,0.6,0.6,0.0,,
48,ridge,115,31,0.5896393566148346,0.5733613406438578,-0.016278015970976778,4.740967714525157,4.955727993925188,0.21476027940003117,6.88961245373649,7.024930712920857,0.13531825918436713,0.7004032258064516,0.6685483870967742,-0.031854838709677424,0.907583899342454,0.9172832937042457,0.00969939436179168,0.8,0.8,0.0,6.158482110660261,12.742749857031322
48,ols,115,31,0.5721492355756441,0.5422303810417936,-0.02991885453385057,4.981332389069659,5.335394094075762,0.354061705006103,7.03490275207066,7.276715998717103,0.24181324664644333,0.6991935483870969,0.683467741935484,-0.015725806451612923,0.9075389560396179,0.9172785835518293,0.009739627512211468,0.7,0.8,0.10000000000000009,,
49,ridge,113,33,0.5625213190047791,0.47624642728996847,-0.08627489171481062,7.432949292968528,7.602823901296289,0.1698746083277607,9.511206688666427,10.406882991918204,0.8956763032517774,0.8532754010695187,0.7830882352941178,-0.07018716577540096,0.9296900844417353,0.6869345301747082,-0.2427555542670271,0.8,0.7,-0.10000000000000009,6.158482110660261,12.742749857031322
49,ols,113,33,0.5711020519318866,0.4987260226353719,-0.07237602929651465,7.433792298127699,7.525318303805506,0.09152600567780667,9.417468076233641,10.181101151371557,0.7636330751379159,0.8552807486631017,0.7834224598930482,-0.07185828877005351,0.971547712809186,0.6869354788871443,-0.2846122339220416,0.8,0.7,-0.10000000000000009,,
50,ridge,104,42,0.21098431647036398,-0.007967917340043318,-0.2189522338104073,11.538634116728034,12.474696227583562,0.9360621108555289,16.90384463665958,19.105835275598608,2.2019906389390265,0.8359938416659916,0.7123409772303705,-0.12365286443562107,0.38461863669688784,0.23858448261264753,-0.1460341540842403,0.7,0.5,-0.19999999999999996,6.158482110660261,12.742749857031322
50,ols,104,42,0.23717464223264284,0.018106892594310198,-0.21906774963833264,11.376157314259025,12.208606339517411,0.832449025258386,16.620926737497538,18.857094618360797,2.2361678808632597,0.8327526132404182,0.6985657564216838,-0.13418685681873432,0.38461862473253117,0.23376189971493563,-0.15085672501759553,0.7,0.5,-0.19999999999999996,,
51,ridge,124,22,-0.19925459312515148,-0.07569466824146787,0.12355992488368361,7.187658876771831,6.6380540613598535,-0.5496048154119775,10.058680474746014,9.526422205584007,-0.532258269162007,0.6715617325124448,0.68455241362917,0.012990681116725189,0.5022119380936285,0.5022238309134268,1.1892819798298149e-05,0.7,0.7,0.0,6.158482110660261,6.158482110660261
51,ols,124,22,-0.3059246760094869,-0.19149386487675457,0.11443081113273235,7.5389009386640735,7.103532283049881,-0.4353686556141927,10.496496887847538,10.02608131353376,-0.4704155743137779,0.6856820380741026,0.6698672958450459,-0.015814742229056655,0.5022115951321365,0.5020477125002751,-0.00016388263186140062,0.7,0.7,0.0,,
52,ridge,98,48,0.3554092435960917,0.295826990930678,-0.059582252665413726,9.968800977958203,9.95905461836687,-0.00974635959133252,15.03162793623983,15.710994195099685,0.6793662588598544,0.8529092488059054,0.8587711680416847,0.005861919235779389,0.3950468128024716,0.40386318511923724,0.00881637231676563,0.7,0.7,0.0,6.158482110660261,6.158482110660261
52,ols,98,48,0.37526805799860097,0.30881325754406797,-0.066454800454533,9.995698165233206,9.969839740117344,-0.025858425115862005,14.798266243696512,15.565449994778586,0.767183751082074,0.8534520191055145,0.8564915327833261,0.003039513677811634,0.3950468128024716,0.40386318511923724,0.00881637231676563,0.7,0.7,0.0,,
53,ridge,123,23,-0.23543896921189145,-0.10469839365402889,0.13074057555786256,6.4342284081361285,5.81153043877264,-0.6226979693634886,8.72488548471957,8.250322946798772,-0.4745625379207983,0.4930830039525692,0.4031620553359684,-0.08992094861660083,0.4946675256480539,0.5220970022746289,0.027429476626574967,0.6,0.6,0.0,6.158482110660261,12.742749857031322
53,ols,123,23,-0.33229913055468674,-0.25628725183301837,0.07601187872166837,6.743159976134114,6.391328913412776,-0.35183106272133813,9.06045399793936,8.798194606140894,-0.2622593917984659,0.4881422924901186,0.4318181818181818,-0.05632411067193677,0.49470035423274233,0.49460968816668555,-9.066606605678817e-05,0.6,0.6,0.0,,
54,ridge,121,25,0.5062998196519353,0.5224697673087,0.016169947656764716,5.398008013583806,5.185133683289525,-0.21287433029428104,7.054269100487936,6.937784662536126,-0.11648443795180974,0.713076923076923,0.693076923076923,-0.020000000000000018,0.9593300798110757,0.976041116870705,0.016711037059629397,0.8,0.8,0.0,6.158482110660261,12.742749857031322
54,ols,121,25,0.4884024804265117,0.49260040839227026,0.004197927965758574,5.5273175707049225,5.404038646743782,-0.12327892396114049,7.180994513535933,7.151471899488565,-0.029522614047367668,0.713076923076923,0.6892307692307692,-0.02384615384615385,0.9593300798110757,0.9591422624577688,-0.00018781735330686278,0.8,0.8,0.0,,
55,ridge,117,29,0.2517099752403177,0.3344716087233174,0.0827616334829997,6.4362717361034525,5.720544543655537,-0.7157271924479156,8.920752578047717,8.41297909556351,-0.5077734824842057,0.7315270935960589,0.7137931034482757,-0.017733990147783207,0.8877930016369793,0.8839088892832679,-0.003884112353711333,0.7,0.7,0.0,6.158482110660261,12.742749857031322
55,ols,117,29,0.2160027950481549,0.2781628984900817,0.062160103441926795,6.740181908657059,6.363465685943169,-0.37671622271389005,9.131114179488808,8.761654357102932,-0.3694598223858758,0.7315270935960589,0.7216748768472905,-0.009852216748768461,0.8877930016369793,0.8838492366712164,-0.003943764965762875,0.7,0.7,0.0,,
56,ridge,103,43,0.32672267636362784,0.2909463315509013,-0.03577634481272651,11.564942568002532,11.579393609356257,0.014451041353725103,15.527737556410642,15.934951375858441,0.407213819447799,0.708245243128964,0.6902748414376322,-0.017970401691331794,0.4448068079210665,0.4374542813645808,-0.007352526556485717,0.7,0.7,0.0,6.158482110660261,6.158482110660261
56,ols,103,43,0.34088236741907796,0.2952554619000479,-0.04562690551903004,11.582020013991217,11.617909536478724,0.03588952248750665,15.36358803921045,15.886456861643458,0.5228688224330078,0.7065841135608577,0.6819691935971006,-0.024614919963757087,0.4448206441154289,0.44085935814375066,-0.003961285971678219,0.7,0.7,0.0,,
57,ridge,113,33,-0.26990520602982326,-0.23651899443627045,0.03338621159355282,7.146972848600879,7.060710643491739,-0.08626220510913996,9.561530091848104,9.435005124714468,-0.12652496713363526,0.5735294117647058,0.5675133689839573,-0.006016042780748521,0.415475410760014,0.41547532364160417,-8.711840981945329e-08,0.7,0.7,0.0,6.158482110660261,6.158482110660261
57,ols,113,33,-0.37798808793074246,-0.3420212286882345,0.035966859242507976,7.5267410843706255,7.428477952162479,-0.09826313220814686,9.960117825232462,9.82927390166279,-0.13084392356967278,0.5625000000000001,0.5681818181818181,0.00568181818181801,0.41547529958277535,0.415475410760014,1.111772386375165e-07,0.7,0.7,0.0,,
58,ridge,118,28,-0.3818185189582186,-0.26998345326918827,0.11183506568903034,6.4347088910911046,6.002103764622532,-0.4326051264685722,8.753121892919115,8.391440185143665,-0.3616817077754497,0.08374384236453201,0.15161466885604818,0.06787082649151617,0.42433314731270716,0.46247289868382,0.03813975137111286,0.4,0.4,0.0,6.158482110660261,12.742749857031322
58,ols,118,28,-0.44868702337022937,-0.3805599656595726,0.06812705771065675,6.736282909284982,6.549709942836259,-0.1865729664487228,8.962408955814347,8.74913483535172,-0.21327412046262673,0.07389162561576354,0.14833059660645867,0.07443897099069513,0.42433289006034314,0.46246948592465764,0.038136595864314504,0.4,0.4,0.0,,
59,ridge,95,51,0.24108159120312944,0.22082888342977192,-0.020252707773357526,11.455699136835662,11.527337372196879,0.07163823536121683,16.06676834109441,16.27973797888255,0.2129696377881416,0.7721266968325792,0.7665158371040723,-0.005610859728506834,0.39824035092070587,0.39825067211201554,1.032119130967013e-05,0.6,0.6,0.0,6.158482110660261,12.742749857031322
59,ols,95,51,0.26739901603269045,0.2543057436494127,-0.013093272383277732,11.399723194745118,11.398423543298128,-0.0012996514469900688,15.785732420623406,15.926171463972455,0.14043904334904944,0.7728506787330316,0.7704072398190044,-0.0024434389140272073,0.40601769239857666,0.32761920505314435,-0.07839848734543231,0.6,0.6,0.0,,
60,ridge,114,32,0.5602669402309535,0.58796520752647,0.0276982672955165,4.866947559200225,4.531181368323496,-0.3357661908767291,6.8426261224482,6.623616769189796,-0.21900935325840454,0.6458944281524925,0.628299120234604,-0.017595307917888547,0.893205400970255,0.9025321973987163,0.009326796428461237,0.8,0.8,0.0,6.158482110660261,12.742749857031322
60,ols,114,32,0.5301408980588973,0.545743879439957,0.015602981381059644,5.159560688803445,4.85401646888474,-0.30554421991870573,7.073137069157919,6.954703924727621,-0.1184331444302984,0.6455278592375365,0.6257331378299119,-0.019794721407624616,0.8917982657707366,0.9024594003010141,0.010661134530277505,0.8,0.8,0.0,,
61,ridge,92,54,0.26784691386003945,0.2421714684421542,-0.025675445417885245,10.946720591130484,10.956625876222475,0.009905285091990734,15.567765056632407,15.838381371323148,0.27061631469074143,0.7540689918048407,0.7440823327615779,-0.009986659043262791,0.4032538849854324,0.27000768868828684,-0.13324619629714557,0.6,0.5,-0.09999999999999998,6.158482110660261,6.158482110660261
61,ols,92,54,0.293266822941488,0.2552401888748712,-0.03802663406661677,10.873550159587667,10.89991294609729,0.026362786509622538,15.295126027319476,15.701221367373922,0.4060953400544456,0.759024204307223,0.7339432056413188,-0.025080998665904186,0.41383972699771754,0.2698524738724727,-0.14398725312524485,0.6,0.6,0.0,,
62,ridge,112,34,0.4159229328869438,0.39398443491130275,-0.02193849797564107,6.483986887878266,6.301995459527298,-0.18199142835096804,9.290223968370222,9.463090558756308,0.17286659038608576,0.6724216959511078,0.6452253628724216,-0.027196333078686186,0.879258493183469,0.8788570614086223,-0.00040143177484674997,0.8,0.9,0.09999999999999998,6.158482110660261,12.742749857031322
62,ols,112,34,0.39667272043861246,0.36970837057596007,-0.026964349862652393,6.732262967262306,6.739350135100879,0.007087167838572661,9.442078091414055,9.650768022074772,0.20868993066071617,0.6724216959511078,0.6446142093200917,-0.027807486631016065,0.879258493183469,0.8800290649174117,0.0007705717339426821,0.8,0.9,0.09999999999999998,,
63,ridge,122,24,-0.04650475263362197,-0.07199926105243026,-0.025494508418808293,8.442261457928256,8.452985225366179,0.01072376743792347,11.462413324466525,11.601194423846957,0.1387810993804326,0.4756521739130434,0.46086956521739125,-0.014782608695652122,0.4870932557587752,0.4762893672678324,-0.010803888490942826,0.7,0.7,0.0,6.158482110660261,6.158482110660261
63,ols,122,24,-0.08218371381847289,-0.10374686735927274,-0.02156315354079985,8.566685752043755,8.568038627121494,0.0013528750777389575,11.656172315551736,11.771727607591007,0.1155552920392715,0.477391304347826,0.4721739130434783,-0.005217391304347729,0.5039788873220074,0.4931970744154105,-0.010781812906596855,0.7,0.7,0.0,,
64,ridge,106,40,0.27269240458142563,0.19648353182474199,-0.07620887275668364,11.998723177155838,12.187219578149024,0.188496400993186,17.31581923100451,18.200418442364484,0.8845992113599728,0.8559099437148219,0.8472795497185742,-0.008630393996247654,0.4074249184495968,0.40453370945212,-0.0028912089974767463,0.7,0.7,0.0,6.158482110660261,12.742749857031322
64,ols,106,40,0.2947544840669071,0.2132755919320557,-0.08147889213485138,11.903235989407749,11.936039065414581,0.0328030760068323,17.051168596532023,18.009236195566285,0.958067599034262,0.8559099437148219,0.851219512195122,-0.004690431519699834,0.4074249184495968,0.40449775407892247,-0.0029271643706743067,0.7,0.7,0.0,,
65,ridge,122,24,-0.7372185319277207,-0.43053330456184535,0.30668522736587533,7.011795411687146,6.152872378294702,-0.8589230333924442,9.101049881654037,8.258729740945574,-0.8423201407084626,0.5696890763070647,0.5640356732597427,-0.005653403047321981,0.6237030804838728,0.6874907287676679,0.06378764828379513,0.8,0.7,-0.10000000000000009,2.976351441631316,6.158482110660261
65,ols,122,24,-0.8712766576192459,-0.6623380952452389,0.208938562374007,7.2703017606299625,6.7113583484602515,-0.558943412169711,9.44568085918239,8.902745257383721,-0.5429356017986695,0.5740378478819278,0.5666449362046605,-0.0073929116772673,0.6233756953260241,0.6237085827293968,0.00033288740337267253,0.8,0.7,-0.10000000000000009,,
66,ridge,98,48,0.3825543893633726,0.3568988314684204,-0.02565555789495222,10.529410460254995,10.538076302883574,0.008665842628579057,14.604741291947883,14.905074937053437,0.30033364510555316,0.7327399044724273,0.7133087277464176,-0.01943117672600969,0.43197703692503225,0.41675228272852455,-0.015224754196507706,0.7,0.7,0.0,6.158482110660261,6.158482110660261
66,ols,98,48,0.39059117777387264,0.3603666515659577,-0.030224526207914937,10.651838585453296,10.660883060583469,0.009044475130172813,14.509380936198468,14.864834000296336,0.35545306409786726,0.7313287016934433,0.7096178897090751,-0.021710811984368195,0.43197703692503225,0.41457908202271926,-0.017397954902312995,0.7,0.7,0.0,,
67,ridge,127,19,0.13408597145159196,0.20663641922471243,0.07255044777312047,8.019488396599304,7.542701359451097,-0.47678703714820614,10.689852903552366,10.232234191702295,-0.4576187118500705,0.48245614035087714,0.4526315789473684,-0.029824561403508754,0.8982052128337069,0.8971969880080375,-0.0010082248256694237,0.7,0.8,0.10000000000000009,6.158482110660261,6.158482110660261
67,ols,127,19,0.09123276084643195,0.15762332575373572,0.06639056490730377,8.229717282125229,7.782499886003863,-0.44721739612136613,10.951173828375918,10.543565676994092,-0.40760815138182593,0.5017543859649122,0.46491228070175433,-0.03684210526315784,0.8983078919848834,0.8972138337860212,-0.0010940581988622133,0.8,0.8,0.0,,
68,ridge,121,25,0.3615934677896584,0.30182111832503977,-0.059772349464618624,6.6800919985529115,6.898268973295674,0.21817697474276265,8.553680738787024,8.94515209934294,0.391471360555915,0.39615384615384613,0.32076923076923075,-0.07538461538461538,0.8965429523498791,0.8903880998684199,-0.006154852481459194,0.6,0.6,0.0,6.158482110660261,12.742749857031322
68,ols,121,25,0.34596564339468616,0.2844806830483906,-0.06148496034629558,6.840471363109398,7.130798782643635,0.29032741953423713,8.657742337356638,9.055554670635544,0.39781233327890675,0.40307692307692305,0.32076923076923075,-0.0823076923076923,0.8965435902861485,0.8903880998684199,-0.00615549041772856,0.6,0.6,0.0,,
69,ridge,124,22,0.2770300121388318,0.18792394857740924,-0.08910606356142259,5.611669618362236,6.095985309634483,0.48431569127224705,8.624694889561168,9.140752654399458,0.5160577648382905,0.5787690570299266,0.48390739695087526,-0.09486166007905139,0.7414882579784012,0.5792566046499718,-0.16223165332842948,0.7,0.6,-0.09999999999999998,6.158482110660261,12.742749857031322
69,ols,124,22,0.2687730301526903,0.16989461597685673,-0.09887841417583354,5.709361735408598,6.351468051773989,0.6421063163653908,8.673806036795387,9.24166498422954,0.5678589474341535,0.5765104460756635,0.5042348955392434,-0.0722755505364201,0.6515974907519074,0.579293145195754,-0.0723043455561534,0.7,0.6,-0.09999999999999998,,
70,ridge,96,50,0.3383027579576229,0.2773642900788953,-0.06093846787872759,10.572304765101487,10.666372232103797,0.09406746700230961,14.816367837539428,15.48359484308665,0.6672270055472218,0.8044657863145258,0.7568307322929172,-0.047635054021608614,0.4046416016062945,0.3679919895040349,-0.03664961210225959,0.6,0.5,-0.09999999999999998,6.158482110660261,6.158482110660261
70,ols,96,50,0.35296461818286085,0.2820861477963137,-0.07087847038654715,10.46304560444384,10.554930107661619,0.09188450321777886,14.65129807905047,15.43292536059389,0.78162728154342,0.8021608643457383,0.7504921968787513,-0.05166866746698695,0.4046404889442048,0.36741461600800374,-0.037225872936201054,0.6,0.5,-0.09999999999999998,,
71,ridge,121,25,-0.03960227100082836,-0.008199836649969816,0.031402434350858544,10.286510167325586,9.960863206693364,-0.32564696063222165,12.78646395301101,12.591867938461272,-0.19459601454973807,0.31153846153846154,0.28615384615384615,-0.025384615384615394,0.8817802754871011,0.8765843769667978,-0.0051958985203033325,0.6,0.6,0.0,2.976351441631316,6.158482110660261
71,ols,121,25,-0.07381046274857428,-0.0646778111300752,0.009132651618499077,10.507118098522323,10.337096213006173,-0.1700218855161495,12.995131078408708,12.939751927140218,-0.05537915126848958,0.30999999999999994,0.2953846153846154,-0.01461538461538453,0.8817802357224743,0.8765846196263976,-0.005195616096076772,0.6,0.6,0.0,,
72,ridge,103,43,0.2861207147952546,0.2233178687429952,-0.06280284605225939,11.668624844884446,11.724712133399855,0.05608728851540867,16.146183333854083,16.841437045234724,0.6952537113806407,0.7456961643008155,0.755209906372697,0.009513742071881492,0.42803206932956095,0.42905492262258554,0.0010228532930245948,0.7,0.7,0.0,6.158482110660261,6.158482110660261
72,ols,103,43,0.3048954724146651,0.2341642114782031,-0.07073126093646198,11.6787709885267,11.74847638618548,0.06970539765877959,15.932449405356435,16.723428518000368,0.7909791126439334,0.7392026578073089,0.7372395046813651,-0.0019631531259437507,0.42803206932956095,0.4290492833101409,0.0010172139805799674,0.7,0.7,0.0,,
73,ridge,117,29,0.39169082996051763,0.3318942439689535,-0.05979658599156412,7.383121678308505,7.671371765604336,0.2882500872958307,9.962167311614193,10.440330725734,0.47816341411980723,0.6620689655172413,0.6344827586206895,-0.02758620689655178,0.6296704724384204,0.6212999270573271,-0.008370545381093386,0.7,0.7,0.0,6.158482110660261,12.742749857031322
73,ols,117,29,0.3894232086486401,0.3238377669402933,-0.06558544170834679,7.382628473923296,7.673998078679004,0.29136960475570817,9.980718247828815,10.503090423921293,0.5223721760924782,0.6812807881773397,0.63743842364532,-0.04384236453201973,0.6412819028717703,0.6205091233694034,-0.02077277950236689,0.7,0.7,0.0,,
74,ridge,119,27,0.2400063250441865,0.28371615498476543,0.043709829940578926,6.4748841994833315,6.075410970907722,-0.3994732285756095,7.828557176272007,7.60010018112344,-0.22845699514856666,0.17643467643467645,0.12942612942612944,-0.04700854700854701,0.9516423049544884,0.9454211605007764,-0.006221144453712024,0.6,0.5,-0.09999999999999998,6.158482110660261,12.742749857031322
74,ols,119,27,0.18188783504009787,0.20063920705709748,0.018751372016999612,6.762570383609112,6.587988201534074,-0.17458218207503773,8.122377387461041,8.028754167586968,-0.09362321987407363,0.16971916971916973,0.13064713064713065,-0.03907203907203907,0.9515973668371892,0.9454266817533079,-0.0061706850838813,0.5,0.5,0.0,,
75,ridge,119,27,-2.4635585211490754,-2.169144073392173,0.2944144477569024,7.814441600140969,7.306859863932457,-0.507581736208512,10.116411505366104,9.67689911613278,-0.4395123892333235,0.221001221001221,0.27289377289377287,0.051892551892551875,0.4334485469010662,0.4357585812286815,0.0023100343276152846,0.5,0.6,0.09999999999999998,6.158482110660261,12.742749857031322
75,ols,119,27,-2.7212869249949194,-2.6305284799525164,0.09075844504240305,8.173716071150963,8.017023551309531,-0.15669251984143173,10.486047009649331,10.357385617171788,-0.12866139247754305,0.221001221001221,0.28083028083028083,0.05982905982905984,0.4334485469010662,0.4379563975612488,0.004507850660182611,0.5,0.6,0.09999999999999998,,
76,ridge,120,26,-2.635748341266205,-2.6285240043516507,0.0072243369145543745,6.94452377471804,6.902773200978758,-0.04175057373928226,9.493873465250843,9.484436474699521,-0.009436990551321855,0.4297435897435897,0.3654700854700854,-0.06427350427350431,0.45345900112918225,0.42993403870614105,-0.023524962423041196,0.5,0.5,0.0,6.158482110660261,12.742749857031322
76,ols,120,26,-2.8357664723766094,-2.9861190239350575,-0.15035255155844807,7.138121123862765,7.228410888266094,0.09028976440332848,9.751526631925996,9.94080747891283,0.18928084698683456,0.4215384615384615,0.3531623931623932,-0.0683760683760683,0.4534487766725614,0.42055804512972794,-0.03289073154283345,0.5,0.5,0.0,,
77,ridge,116,30,-0.39274361927806956,-0.34063580032489127,0.052107818953178286,6.337648953667795,6.186063711887955,-0.15158524177984045,9.314529958422751,9.138622998027596,-0.17590696039515485,0.34638487208008895,0.33748609566184645,-0.008898776418242493,0.4367058258880445,0.41615667062282335,-0.020549155265221164,0.5,0.5,0.0,6.158482110660261,12.742749857031322
77,ols,116,30,-0.4612969378301859,-0.4388774252069294,0.022419512623256477,6.647212287640847,6.626670511518969,-0.020541776121877575,9.541015299236975,9.467542309190558,-0.07347299004641705,0.33170189098998887,0.31167964404894327,-0.020022246941045596,0.43221995125920737,0.4305834546930213,-0.0016364965661860853,0.5,0.4,-0.09999999999999998,,
78,ridge,107,39,0.5791161101386391,0.4295319568696969,-0.14958415326894214,6.549893129779653,7.400343491715018,0.8504503619353656,9.109391105911723,10.605321965577444,1.4959308596657213,0.8459514170040486,0.7295546558704454,-0.1163967611336032,0.9758488795369749,0.9624306293113505,-0.013418250225624373,0.8,0.7,-0.10000000000000009,6.158482110660261,12.742749857031322
78,ols,107,39,0.5905262798674185,0.4234721736489109,-0.16705410621850758,6.520601102216092,7.398729357064892,0.8781282548488001,8.985064816985153,10.661500560905068,1.6764357439199156,0.8497975708502026,0.70668016194332,-0.14311740890688263,0.9722653209736175,0.9594951640295218,-0.012770156944095667,0.8,0.8,0.0,,
79,ridge,123,23,-1.6492824849757528,-1.4804741545591584,0.16880833041659438,7.662634769069927,7.303305117227368,-0.3593296518425584,10.079317892294206,9.752913258198834,-0.3264046340953719,0.23616600790513834,0.2381422924901186,0.0019762845849802535,0.49518131833734974,0.4883679250714862,-0.006813393265863554,0.4,0.5,0.09999999999999998,6.158482110660261,6.158482110660261
79,ols,123,23,-1.8199720138203332,-1.6579828103835124,0.16198920343682088,7.964809174436883,7.641512155977047,-0.3232970184598365,10.39894802745945,10.095854722004338,-0.30309330545511237,0.23616600790513834,0.21936758893280633,-0.016798418972332002,0.49518131833734974,0.48800523039569754,-0.007176087941652198,0.4,0.5,0.09999999999999998,,
80,ridge,95,51,0.36771098529104496,0.31976510861266416,-0.047945876678380794,10.328355397218948,10.28899399474295,-0.039361402475996954,15.000206818353455,15.558541442515109,0.5583346241616542,0.7950226244343891,0.7965610859728506,0.0015384615384614886,0.41980021707540055,0.4129447394824138,-0.0068554775929867695,0.7,0.7,0.0,6.158482110660261,6.158482110660261
80,ols,95,51,0.3838763228981614,0.3242244541299465,-0.05965186876821493,10.295619586945374,10.243303466676943,-0.05231612026843102,14.80721485459101,15.507459826825256,0.7002449722342465,0.7929411764705883,0.7905882352941176,-0.0023529411764706687,0.41806292751441476,0.4073161987801977,-0.01074672873421706,0.7,0.7,0.0,,
